customerid,isocountrycode,regularstoreid,registrationdate,unregistrationdate,gender,age,zipcode
77340000025530597,ES,ES0263,2017-11-18,"",F,23,50171
77340000025530306,ES,ES4504,2017-11-18,"",F,33,31550
77340000025528851,ES,ES4503,2017-11-18,"",M,45,50007
77340000025528366,ES,ES0428,2017-11-18,"",M,43,50019
77340000025527008,ES,ES4503,2017-11-18,"",M,52,50007
77340000025525747,ES,ES0428,2017-11-18,"",F,41,50420
77340000025523613,ES,ES0428,2017-11-18,"",F,20,50011
77340000025522158,ES,ES4504,2017-11-17,"",M,58,50018
77340000025520024,ES,ES4503,2017-11-17,"",M,43,50002
77340000025517987,ES,ES4507,2017-11-17,"",M,78,50162
77340000025517502,ES,ES0273,2017-11-17,"",M,34,50010
77340000025516338,ES,ES4503,2017-11-17,"",M,66,50007
77340000025515950,ES,ES0263,2017-11-17,"",M,77,50007
77340000025515368,ES,ES4504,2017-11-17,"",F,37,50002
77340000025514398,ES,ES0420,2017-11-17,2019-01-03,F,17,50019
77340000025512652,ES,ES4507,2017-11-17,"",F,43,50014
77340000025512458,ES,ES4507,2017-11-17,"","","",""
77340000025511682,ES,ES4503,2017-11-17,"","","",""
77340000025510324,ES,ES0428,2017-11-17,"",F,24,50010
77340000025510227,ES,ES4503,2017-11-17,"",F,24,50008
77340000025510130,ES,ES4504,2017-11-17,"",F,55,50003
77340000025509160,ES,ES0263,2017-11-17,"",F,32,50014
77340000025508675,ES,ES4504,2017-11-17,"",F,48,50003
77340000025508578,ES,ES0263,2017-11-17,"","","",""
77340000025508481,ES,ES4504,2017-11-17,"",F,29,50004
77340000025507414,ES,ES4503,2017-11-17,"",M,24,50006
77340000025507317,ES,ES4504,2017-11-17,"","","",""
77340000025506541,ES,ES0428,2017-11-17,"",F,57,50011
77340000025505959,ES,ES4503,2017-11-17,"","","",""
77340000025505571,ES,ES4507,2017-11-17,"","","",""
77340000025505280,ES,ES4503,2017-11-17,"",M,69,50008
77340000025504795,ES,ES4503,2017-11-17,"",M,48,50193
77340000025504310,ES,ES0428,2017-11-17,"",F,39,50017
77340000025503922,ES,ES0263,2017-11-17,"",F,49,50018
77340000025502661,ES,ES0428,2017-11-17,"",F,70,50017
77340000025501982,ES,ES4504,2017-11-17,"",F,65,50003
77340000025501691,ES,ES0420,2017-11-17,"",F,31,50003
77340000025500818,ES,ES4503,2017-11-17,"",M,70,50007
77340000025495580,ES,ES4504,2017-11-17,"",F,55,50003
77340000025495483,ES,ES4503,2017-11-17,"","","",""
77340000025495095,ES,ES0428,2017-11-17,"",F,75,50008
77340000025493349,ES,ES4503,2017-11-17,"",M,41,50021
77340000025492961,ES,ES0273,2017-11-17,"",F,62,50800
77340000025490536,ES,ES0436,2017-11-17,"",F,64,50009
77340000025490245,ES,ES4504,2017-11-17,"",F,47,50003
77340000025489566,ES,ES4503,2017-11-17,"",F,33,50010
77340000025489275,ES,ES0428,2017-11-17,"","","",""
77340000025485977,ES,ES4504,2017-11-17,"",F,51,50540
77340000025484716,ES,ES4504,2017-11-17,"",F,49,50003
77340000025484134,ES,ES0263,2017-11-17,"",M,83,50015
77340000025482582,ES,ES4507,2017-11-17,"",F,41,50016
77340000025482485,ES,ES0428,2017-11-17,"",M,18,50017
77340000025482291,ES,ES0428,2017-11-17,"",M,54,50022
77340000025481612,ES,ES4507,2017-11-17,"","","",""
77340000025481515,ES,ES0428,2017-11-17,"",F,27,50011
77340000025480933,ES,ES0428,2017-11-17,"",M,58,50150
77340000025479866,ES,ES0428,2017-11-17,"",M,58,50011
77340000025478023,ES,ES4503,2017-11-17,"","","",""
77340000025477926,ES,ES4503,2017-11-17,"",M,47,50013
77340000025476180,ES,ES4503,2017-11-17,"","","",""
77340000025475986,ES,ES0428,2017-11-17,"",F,54,50010
77340000025475210,ES,ES4507,2017-11-17,"",M,44,50194
77340000025475113,ES,ES0263,2017-11-17,"",F,58,50018
77340000025473367,ES,ES4507,2017-11-17,"",F,60,50018
77340000025473173,ES,ES0428,2017-11-17,"",F,37,50017
77340000025473076,ES,ES0428,2017-11-17,"","","",""
77340000025472882,ES,ES4503,2017-11-17,"","","",""
77340000025472591,ES,ES4504,2017-11-17,"",F,64,50014
77340000025472009,ES,ES0428,2017-11-17,"",M,49,50002
77340000025471427,ES,ES4507,2017-11-16,"",F,25,50018
77340000025471039,ES,ES0428,2017-11-16,"","","",""
77340000025470748,ES,ES4507,2017-11-16,"","","",""
77340000025469293,ES,ES4503,2017-11-16,"",M,28,50021
77340000025468517,ES,ES0263,2017-11-16,"",M,74,50194
77340000025468226,ES,ES0428,2017-11-16,"",M,38,50012
77340000025468129,ES,ES4504,2017-11-16,"",F,28,50011
77340000025467741,ES,ES0428,2017-11-16,"",F,18,50017
77340000025467353,ES,ES0428,2017-11-16,"","","",""
77340000025466286,ES,ES4503,2017-11-16,"",F,40,50009
77340000025466092,ES,ES0436,2017-11-16,"",M,37,50009
77340000025465995,ES,ES4504,2017-11-16,"",F,51,50018
77340000025465898,ES,ES4504,2017-11-16,"",M,17,50011
77340000025464346,ES,ES0428,2017-11-16,"",F,54,50010
77340000025463570,ES,ES4503,2017-11-16,"","","",""
77340000025462794,ES,ES0263,2017-11-16,"",F,65,50002
77340000025462115,ES,ES4507,2017-11-16,"","","",""
77340000025461824,ES,ES0428,2017-11-16,"",F,27,44624
77340000025460757,ES,ES0428,2017-11-16,"",F,28,50012
77340000025459884,ES,ES4504,2017-11-16,"","","",""
77340000025459593,ES,ES4503,2017-11-16,"",F,32,50013
77340000025458041,ES,ES0428,2017-11-16,"",F,29,50011
77340000025457847,ES,ES4503,2017-11-16,"",M,28,50005
77340000025455713,ES,ES4503,2017-11-16,"",F,29,22700
77340000025455325,ES,ES4504,2017-11-16,"",M,28,50003
77340000025451251,ES,ES4507,2017-11-16,"","","",""
77340000025450572,ES,ES0428,2017-11-16,"",F,18,50010
77340000025449214,ES,ES0428,2017-11-16,"",F,27,50017
77340000025448729,ES,ES4503,2017-11-16,"",F,45,50007
77340000025447468,ES,ES4504,2017-11-16,"","","",""
77340000025445916,ES,ES0428,2017-11-16,"",F,45,50012
77340000025445625,ES,ES0258,2017-11-16,"",F,40,50018
77340000025445043,ES,ES4503,2017-11-16,"",F,40,50015
77340000025444364,ES,ES4503,2017-11-16,"",M,49,50002
77340000025444267,ES,ES0428,2017-11-16,"","","",""
77340000025443782,ES,ES4507,2017-11-16,"","","",""
77340000025443685,ES,ES4504,2017-11-16,"",M,63,50003
77340000025443103,ES,ES4503,2017-11-16,"",F,23,50012
77340000025442812,ES,ES4503,2017-11-16,"",F,77,50007
77340000025442618,ES,ES4504,2017-11-16,"",F,48,50003
77340000025441648,ES,ES4507,2017-11-16,"","","",""
77340000025439223,ES,ES0263,2017-11-16,"",M,40,50014
77340000025438835,ES,ES0428,2017-11-16,"","","",""
77340000025438641,ES,ES4503,2017-11-16,"",F,71,50012
77340000025437768,ES,ES0428,2017-11-16,"","","",""
77340000025434179,ES,ES0263,2017-11-16,"",F,43,50007
77340000025432142,ES,ES4503,2017-11-16,"",F,56,50007
77340000025431269,ES,ES4503,2017-11-16,"",F,56,50007
77340000025431172,ES,ES0436,2017-11-16,"",F,18,50004
77340000025430202,ES,ES4504,2017-11-16,"",F,41,50010
77340000025430105,ES,ES4504,2017-11-16,"",F,17,50800
77340000025429620,ES,ES4507,2017-11-16,"","","",""
77340000025429523,ES,ES0258,2017-11-16,"",F,52,50017
77340000025429329,ES,ES0428,2017-11-16,"",M,52,39794
77340000025428941,ES,ES4507,2017-11-16,"","","",""
77340000025428165,ES,ES0428,2017-11-16,2017-11-30,M,27,08036
77340000025426904,ES,ES4503,2017-11-16,"",F,32,50010
77340000025426710,ES,ES4504,2017-11-16,"",F,42,50019
77340000025426031,ES,ES0263,2017-11-16,"",F,42,50013
77340000025425255,ES,ES4503,2017-11-16,"",M,35,50004
77340000025423703,ES,ES4507,2017-11-16,"",M,44,50172
77340000025423509,ES,ES4507,2017-11-16,"","","",""
77340000025423412,ES,ES0273,2017-11-16,"",M,66,50002
77340000025422927,ES,ES4503,2017-11-16,"",F,31,50021
77340000025422248,ES,ES4507,2017-11-16,"",M,17,50171
77340000025421278,ES,ES0428,2017-11-16,"",M,43,50017
77340000025421084,ES,ES4504,2017-11-16,"",F,32,50018
77340000025420987,ES,ES4503,2017-11-16,"",F,48,50780
77340000025420211,ES,ES4507,2017-11-16,"","","",""
77340000025419920,ES,ES0420,2017-11-16,"",F,49,50003
77340000025418077,ES,ES0428,2017-11-16,"",F,35,50012
77340000025415943,ES,ES0263,2017-11-16,"",M,67,50018
77340000025415070,ES,ES0263,2017-11-16,"",F,72,50010
77340000025414973,ES,ES4504,2017-11-16,"",F,37,50003
77340000025414585,ES,ES4503,2017-11-16,"","","",""
77340000025413906,ES,ES4503,2017-11-16,"",F,53,50100
77340000025413130,ES,ES0428,2017-11-16,"",F,33,50008
77340000025412160,ES,ES0428,2017-11-16,"",F,37,50011
77340000025411966,ES,ES4504,2017-11-16,"",F,42,50018
77340000025411481,ES,ES4503,2017-11-16,"",F,44,50007
77340000025410802,ES,ES4504,2017-11-16,"",F,52,50018
77340000025410026,ES,ES4507,2017-11-16,"",F,41,50015
77340000025409735,ES,ES4504,2017-11-16,"",M,46,50019
77340000025409153,ES,ES4503,2017-11-16,"",F,43,50015
77340000025408765,ES,ES4504,2017-11-16,"",F,38,50017
77340000025407795,ES,ES0263,2017-11-16,"",F,40,50014
77340000025407116,ES,ES0263,2017-11-16,"",F,40,50016
77340000025406825,ES,ES0428,2017-11-16,"","","",""
77340000025406631,ES,ES4503,2017-11-16,"",F,41,50015
77340000025405079,ES,ES0436,2017-11-16,"",F,50,50007
77340000025404885,ES,ES4503,2017-11-16,"",F,34,50650
77340000025404206,ES,ES4504,2017-11-16,"",F,43,50018
77340000025404109,ES,ES4504,2017-11-16,"",M,40,50018
77340000025404012,ES,ES4503,2017-11-16,"",F,53,50007
77340000025403818,ES,ES4503,2017-11-16,"","","",""
77340000025403430,ES,ES0428,2017-11-16,"",F,43,50017
77340000025401975,ES,ES4503,2017-11-16,"","","",""
77340000025400229,ES,ES4503,2017-11-16,"",M,43,50007
77340000025399259,ES,ES4503,2017-11-16,"",M,67,50018
77340000025398677,ES,ES0428,2017-11-16,"",F,43,50011
77340000025398386,ES,ES0428,2017-11-16,"",M,43,50017
77340000025397610,ES,ES0263,2017-11-16,"",F,42,50015
77340000025397222,ES,ES4507,2017-11-16,"",M,45,50015
77340000025396058,ES,ES4503,2017-11-16,"","","",""
77340000025394409,ES,ES0413,2017-11-16,"",F,64,50011
77340000025393827,ES,ES4507,2017-11-16,"",F,40,50015
77340000025392857,ES,ES0263,2017-11-16,"",F,45,50014
77340000025392469,ES,ES0428,2017-11-16,"",M,44,50012
77340000025391693,ES,ES4507,2017-11-16,"","","",""
77340000025391208,ES,ES4503,2017-11-16,"","","",""
77340000025388880,ES,ES0428,2017-11-15,"",M,38,50196
77340000025387910,ES,ES4503,2017-11-15,"",M,29,50007
77340000025387037,ES,ES4503,2017-11-15,"",F,25,50012
77340000025386746,ES,ES0263,2017-11-15,"",F,48,50014
77340000025386358,ES,ES0428,2017-11-15,"",F,47,50012
77340000025385388,ES,ES4503,2017-11-15,"",F,54,50007
77340000025383351,ES,ES4504,2017-11-15,"",M,44,50003
77340000025382187,ES,ES4503,2017-11-15,"",M,57,50012
77340000025381896,ES,ES0428,2017-11-15,"",F,17,50012
77340000025380247,ES,ES4504,2017-11-15,"",M,56,50003
77340000025379665,ES,ES4504,2017-11-15,"",M,45,50017
77340000025378404,ES,ES4503,2017-11-15,"",F,43,50013
77340000025377725,ES,ES0436,2017-11-15,"",M,60,50013
77340000025376173,ES,ES4504,2017-11-15,"",F,24,50017
77340000025375494,ES,ES0428,2017-11-15,"",F,38,50012
77340000025375009,ES,ES0428,2017-11-15,"",F,36,50017
77340000025373554,ES,ES4503,2017-11-15,"",M,34,50021
77340000025372196,ES,ES0428,2017-11-15,"","","",""
77340000025372002,ES,ES4504,2017-11-15,"",F,51,50011
77340000025370741,ES,ES0436,2017-11-15,"",F,70,50002
77340000025370159,ES,ES4507,2017-11-15,"",M,30,50016
77340000025369771,ES,ES4503,2017-11-15,"",F,34,50007
77340000025369092,ES,ES0258,2017-11-15,"",M,18,50017
77340000025368704,ES,ES0273,2017-11-15,"",F,42,50012
77340000025366182,ES,ES0428,2017-11-15,"","","",""
77340000025365212,ES,ES0258,2017-11-15,"",F,42,50011
77340000025365115,ES,ES0428,2017-11-15,"",M,43,50011
77340000025360653,ES,ES0428,2017-11-15,"",F,22,50012
77340000025359198,ES,ES4504,2017-11-15,"",F,17,50003
77340000025358713,ES,ES0428,2017-11-15,"",M,17,50017
77340000025357646,ES,ES4503,2017-11-15,"",F,43,50720
77340000025357161,ES,ES0263,2017-11-15,"",F,73,50006
77340000025356773,ES,ES4504,2017-11-15,"",M,42,50009
77340000025356385,ES,ES4503,2017-11-15,"","","",""
77340000025354251,ES,ES4504,2017-11-15,"",F,29,50003
77340000025354154,ES,ES0428,2017-11-15,"",F,64,50012
77340000025353669,ES,ES4503,2017-11-15,"",M,43,50005
77340000025352505,ES,ES4503,2017-11-15,"",F,30,50017
77340000025352311,ES,ES0420,2017-11-15,"",F,31,50016
77340000025351050,ES,ES0428,2017-11-15,"",M,32,50007
77340000025350662,ES,ES4503,2017-11-15,"",F,27,50009
77340000025350565,ES,ES0263,2017-11-15,"","","",""
77340000025347849,ES,ES4503,2017-11-15,"",F,64,50740
77340000025346782,ES,ES0428,2017-11-15,"",F,66,50017
77340000025346103,ES,ES0263,2017-11-15,"",M,47,50162
77340000025344551,ES,ES4504,2017-11-15,"","","",""
77340000025342708,ES,ES0428,2017-11-15,"",M,36,50011
77340000025342611,ES,ES0263,2017-11-15,"",F,57,50002
77340000025340477,ES,ES4503,2017-11-15,"",M,66,50017
77340000025339507,ES,ES0263,2017-11-15,2017-11-27,M,62,08030
77340000025338731,ES,ES0428,2017-11-15,"",F,61,50007
77340000025338634,ES,ES4503,2017-11-15,"",M,41,50019
77340000025337664,ES,ES4507,2017-11-15,"",F,35,50005
77340000025334657,ES,ES0428,2017-11-15,"","","",""
77340000025334463,ES,ES4503,2017-11-15,"","","",""
77340000025332911,ES,ES4503,2017-11-15,"",F,32,50007
77340000025331747,ES,ES0420,2017-11-15,"",F,47,50009
77340000025331553,ES,ES4503,2017-11-15,"",F,51,50021
77340000025330874,ES,ES4503,2017-11-15,"",M,53,50018
77340000025329225,ES,ES0428,2017-11-15,"",F,20,50012
77340000025329128,ES,ES4504,2017-11-15,"",F,34,50015
77340000025328352,ES,ES4507,2017-11-14,"",M,75,50014
77340000025327867,ES,ES0428,2017-11-14,"",F,23,50010
77340000025327673,ES,ES0428,2017-11-14,"","","",""
77340000025327285,ES,ES0428,2017-11-14,"",F,42,50012
77340000025326509,ES,ES0263,2017-11-14,"","","",""
77340000025325636,ES,ES0273,2017-11-14,"",F,53,50008
77340000025325442,ES,ES4504,2017-11-14,"",F,33,50003
77340000025325345,ES,ES0263,2017-11-14,"",F,40,50717
77340000025324375,ES,ES4503,2017-11-14,"",M,38,50021
77340000025324084,ES,ES4503,2017-11-14,"",F,41,50007
77340000025322435,ES,ES0428,2017-11-14,"",F,34,50017
77340000025321853,ES,ES0263,2017-11-14,"",F,30,50014
77340000025321562,ES,ES0413,2017-11-14,"",F,52,50021
77340000025321368,ES,ES0436,2017-11-14,"",F,26,50007
77340000025321077,ES,ES4504,2017-11-14,"",F,30,50007
77340000025319816,ES,ES4507,2017-11-14,"",F,44,50171
77340000025316906,ES,ES0263,2017-11-14,"","","",""
77340000025316033,ES,ES4504,2017-11-14,"","","",""
77340000025315839,ES,ES4507,2017-11-14,"",M,26,50015
77340000025314869,ES,ES0263,2017-11-14,"",M,64,50014
77340000025314675,ES,ES0428,2017-11-14,"",F,32,50012
77340000025314093,ES,ES4503,2017-11-14,"","","",""
77340000025312541,ES,ES4503,2017-11-14,"",M,30,50730
77340000025311959,ES,ES0413,2017-11-14,"",M,24,50018
77340000025310698,ES,ES0428,2017-11-14,"",M,24,50017
77340000025310213,ES,ES4507,2017-11-14,"",M,44,50015
77340000025309534,ES,ES4504,2017-11-14,"",F,64,50010
77340000025308952,ES,ES4504,2017-11-14,"",F,46,50018
77340000025308855,ES,ES4507,2017-11-14,"",M,64,50014
77340000025308758,ES,ES4504,2017-11-14,"","","",""
77340000025308370,ES,ES4504,2017-11-14,"",F,65,50007
77340000025307788,ES,ES4503,2017-11-14,"",M,29,50004
77340000025307691,ES,ES4504,2017-11-14,"","","",""
77340000025307594,ES,ES0273,2017-11-14,"",F,45,50015
77340000025306042,ES,ES0428,2017-11-14,"",M,46,50011
77340000025305363,ES,ES4504,2017-11-14,"",F,39,50005
77340000025305266,ES,ES4503,2017-11-14,"","","",""
77340000025304684,ES,ES0428,2017-11-14,"",F,39,50017
77340000025304587,ES,ES4507,2017-11-14,"",F,39,50014
77340000025303423,ES,ES0428,2017-11-14,"",F,47,50017
77340000025302259,ES,ES4504,2017-11-14,"",F,54,50018
77340000025301289,ES,ES4504,2017-11-14,"",M,35,50011
77340000025300998,ES,ES4503,2017-11-14,"",F,46,50021
77340000025300222,ES,ES0428,2017-11-14,"",F,73,50010
77340000025300125,ES,ES0273,2017-11-14,"",F,40,50003
77340000025299834,ES,ES0273,2017-11-14,"",M,44,50180
77340000025299058,ES,ES0273,2017-11-14,"",F,51,50016
77340000025296827,ES,ES0428,2017-11-14,"",M,57,50017
77340000025295857,ES,ES4504,2017-11-14,"",M,27,50015
77340000025295275,ES,ES4507,2017-11-14,"",F,34,50171
77340000025294984,ES,ES4504,2017-11-14,"",M,64,50018
77340000025294693,ES,ES4503,2017-11-14,"","","",""
77340000025292268,ES,ES4504,2017-11-14,"",M,28,22700
77340000025291492,ES,ES0428,2017-11-14,"",F,69,50017
77340000025291104,ES,ES4507,2017-11-14,"",F,44,50015
77340000025290425,ES,ES0428,2017-11-14,"",M,51,50017
77340000025290328,ES,ES0428,2017-11-14,"",M,38,50011
77340000025290134,ES,ES0413,2017-11-14,"",F,40,50018
77340000025289552,ES,ES0428,2017-11-14,"",F,47,50010
77340000025288776,ES,ES4503,2017-11-14,"",F,28,50021
77340000025288582,ES,ES0285,2017-11-14,"",F,51,50005
77340000025287806,ES,ES0263,2017-11-14,"",F,31,50014
77340000025286254,ES,ES4504,2017-11-14,"",M,38,50003
77340000025285381,ES,ES4504,2017-11-14,"",F,37,50004
77340000025285090,ES,ES0263,2017-11-14,"",M,52,50002
77340000025283538,ES,ES4504,2017-11-14,"",M,56,50018
77340000025283247,ES,ES0428,2017-11-14,"",F,26,50017
77340000025281792,ES,ES4503,2017-11-14,"","","",""
77340000025281113,ES,ES4504,2017-11-14,"",M,28,50003
77340000025280919,ES,ES0428,2017-11-14,"","","",""
77340000025280725,ES,ES0428,2017-11-14,"",F,32,50012
77340000025280337,ES,ES4503,2017-11-14,"",M,55,50007
77340000025279076,ES,ES4503,2017-11-14,"",M,46,50016
77340000025278688,ES,ES4504,2017-11-14,"",F,45,50018
77340000025278494,ES,ES4503,2017-11-14,"",M,28,50007
77340000025277330,ES,ES4503,2017-11-14,"",F,36,50021
77340000025274905,ES,ES4504,2017-11-13,"",M,52,50196
77340000025271316,ES,ES0420,2017-11-13,"",M,31,50003
77340000025269861,ES,ES4504,2017-11-13,"",M,26,50004
77340000025269764,ES,ES4504,2017-11-13,"",F,35,50003
77340000025268503,ES,ES4507,2017-11-13,"",F,39,50015
77340000025268115,ES,ES0428,2017-11-13,"",M,63,50009
77340000025266757,ES,ES4503,2017-11-13,"","","",""
77340000025266466,ES,ES4507,2017-11-13,"",F,71,50015
77340000025265690,ES,ES0428,2017-11-13,"",F,38,50018
77340000025265302,ES,ES4504,2017-11-13,"",F,49,50003
77340000025264526,ES,ES4504,2017-11-13,"",F,44,50016
77340000025264429,ES,ES4507,2017-11-13,"","","",""
77340000025263944,ES,ES0428,2017-11-13,"",F,60,50017
77340000025263750,ES,ES0263,2017-11-13,"",F,57,50014
77340000025263362,ES,ES0428,2017-11-13,"",F,52,50011
77340000025262392,ES,ES0263,2017-11-13,"",F,31,50014
77340000025261907,ES,ES0428,2017-11-13,"",F,32,50012
77340000025260743,ES,ES4504,2017-11-13,"",M,31,50018
77340000025260355,ES,ES0428,2017-11-13,"",M,33,50010
77340000025259967,ES,ES0258,2017-11-13,"",F,53,50004
77340000025258124,ES,ES0263,2017-11-13,"",M,65,50002
77340000025255602,ES,ES4504,2017-11-13,"","","",""
77340000025255020,ES,ES0263,2017-11-13,"",F,28,50014
77340000025254923,ES,ES4503,2017-11-13,"",F,34,50021
77340000025254147,ES,ES0263,2017-11-13,"","","",""
77340000025253468,ES,ES4503,2017-11-13,"",F,51,50786
77340000025252595,ES,ES4504,2017-11-13,"",M,27,50018
77340000025252498,ES,ES4503,2017-11-13,"","","",""
77340000025251819,ES,ES4504,2017-11-13,"",M,25,50001
77340000025251722,ES,ES0428,2017-11-13,"",F,55,50011
77340000025251528,ES,ES4504,2017-11-13,"",M,56,50018
77340000025251431,ES,ES0428,2017-11-13,"",F,47,50011
77340000025250752,ES,ES4503,2017-11-13,"",F,49,50013
77340000025250655,ES,ES0428,2017-11-13,"",M,54,50011
77340000025250558,ES,ES0428,2017-11-13,"",F,48,50017
77340000025249297,ES,ES4507,2017-11-13,"",F,38,50015
77340000025248230,ES,ES4503,2017-11-13,"",F,39,50730
77340000025246872,ES,ES4504,2017-11-13,"","","",""
77340000025245708,ES,ES4503,2017-11-13,"",F,28,50007
77340000025245611,ES,ES4503,2017-11-13,"",M,42,50007
77340000025245126,ES,ES0428,2017-11-13,"",M,63,50009
77340000025243186,ES,ES4504,2017-11-13,"",M,29,50004
77340000025242992,ES,ES4507,2017-11-13,"",F,43,50016
77340000025241246,ES,ES4504,2017-11-13,"",M,35,50017
77340000025239694,ES,ES0428,2017-11-13,"",M,45,50196
77340000025238530,ES,ES0428,2017-11-13,2017-12-02,M,23,50009
77340000025238045,ES,ES0428,2017-11-13,"",F,43,50011
77340000025237754,ES,ES4503,2017-11-13,"",F,59,50016
77340000025237560,ES,ES4504,2017-11-13,"","","",""
77340000025237366,ES,ES4503,2017-11-13,"",F,39,50007
77340000025237172,ES,ES4504,2017-11-13,"",F,67,50003
77340000025237075,ES,ES0428,2017-11-13,"",M,43,50011
77340000025236784,ES,ES4503,2017-11-13,"",F,44,50007
77340000025236590,ES,ES0428,2017-11-13,"",M,72,50017
77340000025234844,ES,ES4507,2017-11-13,"","","",""
77340000025233874,ES,ES4503,2017-11-13,"",M,45,50007
77340000025233680,ES,ES4503,2017-11-13,"",F,38,50006
77340000025232807,ES,ES4503,2017-11-13,"","","",""
77340000025232613,ES,ES4504,2017-11-13,"",F,50,50003
77340000025232225,ES,ES0263,2017-11-13,"",F,71,50007
77340000025232031,ES,ES0428,2017-11-13,"",F,35,50019
77340000025231546,ES,ES0413,2017-11-13,"",F,62,50013
77340000025228927,ES,ES0428,2017-11-13,"",M,61,50017
77340000025227763,ES,ES4503,2017-11-13,"",F,45,50007
77340000025227666,ES,ES4503,2017-11-13,"",M,25,50007
77340000025225047,ES,ES4504,2017-11-13,"",F,50,50003
77340000025224659,ES,ES4507,2017-11-13,"","","",""
77340000025224368,ES,ES4507,2017-11-13,"",F,57,50830
77340000025224271,ES,ES4503,2017-11-13,"",M,40,50021
77340000025223495,ES,ES4504,2017-11-13,"",M,65,50018
77340000025223204,ES,ES4504,2017-11-13,"",M,31,50007
77340000025222719,ES,ES0428,2017-11-13,2018-01-03,F,41,50010
77340000025221943,ES,ES4503,2017-11-13,"",F,51,50018
77340000025220197,ES,ES0428,2017-11-13,"",F,33,50017
77340000025219615,ES,ES4504,2017-11-13,"",M,47,50450
77340000025218839,ES,ES4504,2017-11-13,"",M,41,28850
77340000025218451,ES,ES0428,2017-11-13,"",M,17,50017
77340000025218257,ES,ES4507,2017-11-13,"","","",""
77340000025217772,ES,ES0428,2017-11-13,"",F,43,50011
77340000025217384,ES,ES0428,2017-11-13,"",F,54,50010
